scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
QRBI01000106.1,18854001,18856000,18855067,131,54,2.5324,1.7963,0.1701,0.2116,0.1003
QRBI01000106.1,18878001,18880000,18878950,142,56,2.1806,1.3264,0.2436,0.2985,0.1861
QRBI01000106.1,18888001,18890000,18888995,118,50,1.0833,0.3333,0.5294,0.3303,0.2015
QRBI01000106.1,18904001,18906000,18904989,135,55,1.8542,1.3403,0.1609,0.1754,0.1182
QRBI01000106.1,18908001,18910000,18908796,116,50,1.1782,0.4005,0.4927,0.3043,0.2445
QRBI01000106.1,18910001,18912000,18910929,164,72,3.0972,1.2778,0.4159,0.3434,0.2483
QRBI01000106.1,18916001,18918000,18917096,125,51,2.1435,1.0185,0.3558,0.3028,0.2146
QRBI01000106.1,18948001,18950000,18948846,103,52,1.4722,1.9444,-0.1382,-0.2764,-0.0544
QRBI01000106.1,18966001,18968000,18966913,110,55,1.0972,1.3056,-0.0867,-0.1205,-0.0294
QRBI01000106.1,18974001,18976000,18975083,117,50,0.7986,0.9514,-0.0873,-0.0696,-0.0382
QRBI01000106.1,19002001,19004000,19002958,150,63,1.9074,1.0602,0.2855,0.2387,0.1578
QRBI01000106.1,19048001,19050000,19048866,122,54,3.7685,1.3657,0.468,0.4245,0.3195
QRBI01000106.1,19062001,19064000,19062894,141,62,1.6435,3.6435,-0.3783,-0.8496,-0.2509
QRBI01000106.1,19080001,19082000,19081028,150,50,0.5694,1.0694,-0.3051,-1.3333,-0.1589
QRBI01000106.1,19090001,19092000,19090863,135,58,2.0301,0.7106,0.4814,0.2973,0.2176
QRBI01000106.1,19118001,19120000,19119055,130,54,2.0914,1.6123,0.1294,0.23,0.0813
QRBI01000106.1,19174001,19176000,19174981,128,53,5.4005,0.8866,0.718,0.4666,0.3597
QRBI01000106.1,19264001,19266000,19265226,144,57,1.0463,0.8241,0.1188,0.0782,0.0521
QRBI01000106.1,19410001,19412000,19410933,127,60,1.669,1.5856,0.0256,0.0224,0.0103
QRBI01000106.1,19420001,19422000,19421025,121,54,0.8958,1.1042,-0.1042,-0.1017,-0.067
QRBI01000106.1,19424001,19426000,19425080,139,59,1.8692,2.4873,-0.1419,-0.1732,-0.0814
QRBI01000106.1,19434001,19436000,19434838,118,57,1.9236,1.4236,0.1494,0.1682,0.0946
QRBI01000106.1,19454001,19456000,19455095,106,53,1.9259,1.037,0.3,0.3137,0.2045
QRBI01000106.1,19494001,19496000,19494985,127,51,2.0162,0.7384,0.4639,0.3587,0.2647
QRBI01000106.1,19672001,19674000,19672991,176,70,2.0023,1.669,0.0908,0.0947,0.0586
QRBI01000106.1,19694001,19696000,19695022,154,58,6.9722,2.1528,0.5282,0.6088,0.4206
QRBI01000106.1,19698001,19700000,19698946,141,51,0.8889,0.8056,0.0492,0.0352,0.0223
QRBI01000106.1,19700001,19702000,19701022,134,58,1.0602,0.7824,0.1508,0.0993,0.0608
QRBI01000106.1,19720001,19722000,19721074,122,51,1.537,2.6898,-0.2727,-0.8877,-0.2088
QRBI01000106.1,19740001,19742000,19740915,123,62,1.588,2.5463,-0.2318,-0.3503,-0.159
QRBI01000106.1,19746001,19748000,19746968,138,55,0.8958,2.0208,-0.3857,-1.1172,-0.2559
QRBI01000106.1,19776001,19778000,19777114,133,56,1.5417,1.0972,0.1684,0.1373,0.0817
QRBI01000106.1,19780001,19782000,19780941,144,54,0.838,2.1435,-0.4379,-0.7287,-0.2593
QRBI01000106.1,19784001,19786000,19785022,119,53,0.8611,1.5556,-0.2874,-0.3165,-0.1667
QRBI01000106.1,19788001,19790000,19788951,132,53,1.4306,1.4583,-0.0096,-0.0156,-0.0107
QRBI01000106.1,19794001,19796000,19795015,127,56,1.2292,1.0486,0.0793,0.0922,0.0526
QRBI01000106.1,19800001,19802000,19800970,132,53,1.1053,1.0359,0.0324,0.026,0.0153
QRBI01000106.1,19802001,19804000,19802930,127,50,0.7894,0.2477,0.5223,0.25,0.1569
QRBI01000106.1,19804001,19806000,19804934,131,51,0.9884,1.919,-0.3201,-0.8272,-0.2552
QRBI01000106.1,19846001,19848000,19847050,114,52,1.2708,1.1181,0.064,0.0507,0.0326
QRBI01000106.1,19848001,19850000,19849018,130,55,1.7037,0.6204,0.4661,0.3362,0.2437
QRBI01000106.1,19850001,19852000,19850921,147,52,1.1944,1.0833,0.0488,0.0661,0.0211
QRBI01000106.1,19876001,19878000,19877111,144,60,1.7037,1.8148,-0.0316,-0.0472,-0.0204
QRBI01000106.1,19892001,19894000,19892953,114,53,2.7685,1.7407,0.2279,0.3592,0.1652
QRBI01000106.1,19900001,19902000,19900997,159,62,5.3519,1.4907,0.5643,0.5582,0.3877
QRBI01000106.1,19906001,19908000,19907246,125,56,0.6713,1.2546,-0.3029,-0.5833,-0.157
QRBI01000106.1,19910001,19912000,19910939,152,58,1.8924,3.3785,-0.2819,-0.4988,-0.1773
QRBI01000106.1,19916001,19918000,19916952,140,60,1.3646,1.7326,-0.1188,-0.1886,-0.0695
QRBI01000106.1,19930001,19932000,19931053,129,53,1.5093,0.9954,0.2052,0.1605,0.0791
QRBI01000106.1,19934001,19936000,19934863,135,60,2.0938,2.0174,0.0186,0.0255,0.013
QRBI01000106.1,19946001,19948000,19947081,237,56,1.2546,3.0185,-0.4128,-0.4922,-0.1862
QRBI01000106.1,19950001,19952000,19950898,122,54,0.6551,2.8912,-0.6305,-2.5556,-0.2793
QRBI01000106.1,19972001,19974000,19973041,145,56,1.25,1.3819,-0.0501,-0.0268,-0.0202
QRBI01000106.1,20022001,20024000,20023032,104,51,2.6481,0.8704,0.5053,0.5278,0.3241
QRBI01000106.1,20074001,20076000,20075020,121,53,0.625,1.1667,-0.3023,-0.4127,-0.1285
QRBI01000106.1,20104001,20106000,20104987,138,52,0.912,0.6343,0.1796,0.1235,0.0697
QRBI01000106.1,20284001,20286000,20285043,155,65,1.8796,2.6852,-0.1765,-0.2736,-0.1085
QRBI01000106.1,20290001,20292000,20291046,171,73,1.8194,1.9861,-0.0438,-0.0416,-0.0209
QRBI01000106.1,20336001,20338000,20337005,121,51,2.2361,0.75,0.4977,0.535,0.3702
QRBI01000106.1,20364001,20366000,20365155,136,57,0.3056,0.8194,-0.4568,-0.1602,-0.0969
QRBI01000106.1,20388001,20390000,20388762,113,60,1.1713,0.5741,0.3422,0.1982,0.148
QRBI01000106.1,20412001,20414000,20413017,170,62,2.1343,0.8287,0.4406,0.3381,0.2445
QRBI01000106.1,20432001,20434000,20432976,217,56,1.3472,1.3125,0.0131,0.0057,0.0042
QRBI01000106.1,20452001,20454000,20452948,150,57,1.5509,1.6065,-0.0176,-0.0254,-0.0117
QRBI01000106.1,20454001,20456000,20455014,129,53,0.3981,1.4259,-0.5635,-0.881,-0.2908
QRBI01000106.1,20472001,20474000,20473083,151,52,1.6042,0.7014,0.3916,0.2915,0.1646
QRBI01000106.1,20484001,20486000,20485145,111,50,1.9722,2.1667,-0.047,-0.0946,-0.0456
QRBI01000106.1,20486001,20488000,20486939,164,80,2.6725,3.0613,-0.0678,-0.0845,-0.0431
QRBI01000106.1,20494001,20496000,20495003,120,54,1.1435,0.3657,0.5153,0.3944,0.2272
QRBI01000106.1,20526001,20528000,20526948,117,53,0.5278,0.5417,-0.013,-0.0103,-0.0034
QRBI01000106.1,20540001,20542000,20541011,132,54,1.5,1.375,0.0435,0.0493,0.0223
QRBI01000106.1,20552001,20554000,20552898,137,50,1.0127,1.3391,-0.1388,-0.1604,-0.0875
QRBI01000106.1,20632001,20634000,20633023,127,58,2.0602,0.8519,0.4149,0.2217,0.1689
QRBI01000106.1,20806001,20808000,20807040,138,53,1.7338,2.206,-0.1199,-0.3469,-0.0938
QRBI01000106.1,20808001,20810000,20808936,122,53,0.5729,1.5799,-0.4677,-0.6621,-0.2504
QRBI01000106.1,20814001,20816000,20814996,125,52,1.1713,2.6157,-0.3814,-0.8525,-0.2626
QRBI01000106.1,20816001,20818000,20816954,147,55,1.713,1.2407,0.1599,0.1118,0.0724
QRBI01000106.1,20826001,20828000,20827037,148,60,3.2338,0.9699,0.5385,0.4169,0.2557
QRBI01000106.1,20878001,20880000,20878985,133,54,2.1528,2.1528,-0.0,-0.0,-0.0
QRBI01000106.1,20962001,20964000,20962940,152,52,1.8912,1.1412,0.2473,0.1859,0.1173
QRBI01000106.1,20972001,20974000,20973124,135,51,0.5926,1.8704,-0.5188,-0.7077,-0.2344
QRBI01000106.1,20988001,20990000,20989143,137,54,2.125,0.8889,0.4101,0.3085,0.2242
QRBI01000106.1,20990001,20992000,20991002,143,50,1.0035,0.9062,0.0509,0.0389,0.0205
QRBI01000106.1,21006001,21008000,21006982,143,56,2.8472,1.1111,0.4386,0.2844,0.2456
QRBI01000106.1,21014001,21016000,21014952,139,50,0.5139,1.7569,-0.5474,-0.4674,-0.183
QRBI01000106.1,21018001,21020000,21018936,144,53,1.5694,0.7292,0.3656,0.2719,0.1853
QRBI01000106.1,21044001,21046000,21045117,156,60,3.5602,1.7269,0.3468,0.3894,0.2376
QRBI01000106.1,21096001,21098000,21096887,169,69,2.4722,1.6111,0.2109,0.2403,0.126
QRBI01000106.1,21110001,21112000,21110983,148,50,0.3935,0.5185,-0.1371,-0.0978,-0.0354
QRBI01000106.1,21120001,21122000,21120905,171,67,1.2847,2.7986,-0.3707,-0.416,-0.1984
QRBI01000106.1,21142001,21144000,21142910,149,69,1.2546,0.3102,0.6036,0.3426,0.2282
QRBI01000106.1,21144001,21146000,21144959,158,55,0.2407,0.3657,-0.2061,-0.0634,-0.0356
QRBI01000106.1,21146001,21148000,21146966,162,51,0.9236,1.1042,-0.089,-0.0864,-0.0473
QRBI01000106.1,21158001,21160000,21158977,173,53,1.3912,1.7245,-0.107,-0.1811,-0.0894
QRBI01000106.1,21168001,21170000,21169030,139,55,0.963,2.4213,-0.4309,-0.7609,-0.336
QRBI01000106.1,21184001,21186000,21184945,131,57,1.9861,1.375,0.1818,0.1384,0.1051
QRBI01000106.1,21242001,21244000,21243025,130,54,4.2627,1.9502,0.3722,0.3211,0.241
QRBI01000106.1,21276001,21278000,21277001,122,51,0.5521,1.9757,-0.5632,-0.8686,-0.2851
QRBI01000106.1,21360001,21362000,21360823,127,58,0.8796,1.0741,-0.0995,-0.051,-0.0339
QRBI01000106.1,21420001,21422000,21420985,137,52,0.5301,0.9051,-0.2613,-0.3234,-0.0906
QRBI01000106.1,21428001,21430000,21429019,144,58,2.2083,1.125,0.325,0.2649,0.1458
QRBI01000106.1,21486001,21488000,21486996,124,57,1.75,2.2778,-0.131,-0.1743,-0.0729
QRBI01000106.1,21506001,21508000,21506718,136,53,0.6435,0.7685,-0.0885,-0.0584,-0.027
QRBI01000106.1,21558001,21560000,21559044,138,51,1.1713,1.0046,0.0766,0.0654,0.0393
QRBI01000106.1,21560001,21562000,21560997,112,51,1.5,2.2778,-0.2059,-0.3353,-0.1951
QRBI01000106.1,21796001,21798000,21797052,129,50,0.8264,1.6042,-0.32,-0.4103,-0.1747
QRBI01000106.1,21798001,21800000,21798948,129,57,2.0903,0.8958,0.4,0.3413,0.2309
QRBI01000106.1,21802001,21804000,21803045,137,57,2.1412,1.7523,0.0999,0.1063,0.0588
QRBI01000106.1,21808001,21810000,21809075,149,60,0.9097,1.2847,-0.1709,-0.1698,-0.0661
QRBI01000106.1,21942001,21944000,21942986,144,58,0.8495,1.7662,-0.3504,-0.6168,-0.1671
QRBI01000106.1,21946001,21948000,21947026,169,56,1.9491,1.713,0.0645,0.1137,0.0319
QRBI01000106.1,21988001,21990000,21989009,132,50,3.1146,1.4965,0.3509,0.3963,0.3183
QRBI01000106.1,22006001,22008000,22006998,123,51,0.463,1.0046,-0.3691,-0.2574,-0.1318
QRBI01000106.1,22028001,22030000,22028949,124,58,0.3981,0.9537,-0.411,6.6667,-0.1436
QRBI01000106.1,22040001,22042000,22040918,170,67,1.5833,1.3889,0.0654,0.0543,0.0242
QRBI01000106.1,22044001,22046000,22045119,125,51,0.6528,1.4583,-0.3816,-0.5446,-0.1618
QRBI01000106.1,22046001,22048000,22046889,128,53,2.7639,0.8056,0.5486,0.372,0.2972
QRBI01000106.1,22054001,22056000,22054975,162,53,1.4722,2.4028,-0.2401,-0.2562,-0.1297
QRBI01000106.1,22132001,22134000,22133058,134,50,4.6505,1.3657,0.546,0.5685,0.3391
QRBI01000106.1,22138001,22140000,22138905,147,56,0.3843,1.3426,-0.555,-1.5506,-0.3301
QRBI01000106.1,22206001,22208000,22207081,148,57,1.1597,1.8194,-0.2214,-0.2273,-0.1109
QRBI01000106.1,22208001,22210000,22208926,148,52,1.6713,2.0741,-0.1075,-0.0768,-0.0513
QRBI01000106.1,22216001,22218000,22216964,135,56,1.8634,2.1412,-0.0694,-0.0775,-0.0426
QRBI01000106.1,22264001,22266000,22265012,146,52,0.8148,1.0301,-0.1167,-0.1348,-0.0512
QRBI01000106.1,22270001,22272000,22271033,147,59,3.5255,1.9769,0.2814,0.2816,0.2057
QRBI01000106.1,22272001,22274000,22273014,149,53,2.9259,1.6343,0.2832,0.3147,0.2191
QRBI01000106.1,22304001,22306000,22304931,154,61,0.8935,1.5324,-0.2634,-0.2329,-0.1337
QRBI01000106.1,22330001,22332000,22330902,113,54,1.2593,1.0926,0.0709,0.0674,0.05
QRBI01000106.1,22350001,22352000,22350892,139,60,4.5347,0.8264,0.6917,0.6917,0.3982
QRBI01000106.1,22354001,22356000,22355037,142,54,1.6181,0.3542,0.6408,0.3784,0.2804
QRBI01000106.1,22358001,22360000,22358969,124,50,1.4167,1.0833,0.1333,0.12,0.0844
QRBI01000106.1,22364001,22366000,22364970,156,64,2.0347,3.0486,-0.1995,-0.2589,-0.1209
QRBI01000106.1,22410001,22412000,22410938,141,54,1.6424,1.1076,0.1944,0.1611,0.0866
QRBI01000106.1,22430001,22432000,22431093,142,54,1.1319,1.3333,-0.0817,-0.0797,-0.0497
QRBI01000106.1,22438001,22440000,22439106,132,52,1.088,0.5463,0.3314,0.25,0.1347
QRBI01000106.1,22446001,22448000,22447054,118,54,0.6528,1.5694,-0.4125,-0.66,-0.1765
QRBI01000106.1,22468001,22470000,22468750,150,53,2.338,2.713,-0.0742,-0.0865,-0.0458
QRBI01000106.1,22498001,22500000,22498986,143,59,3.3565,2.1204,0.2257,0.2231,0.1813
QRBI01000106.1,22504001,22506000,22505028,163,72,3.2963,3.1574,0.0215,0.0416,0.0149
QRBI01000106.1,22506001,22508000,22507107,130,55,2.2963,1.7407,0.1376,0.1643,0.0857
QRBI01000106.1,22508001,22510000,22509045,138,57,1.2338,0.9838,0.1127,0.13,0.0481
QRBI01000106.1,22528001,22530000,22528980,130,55,1.2245,2.7384,-0.382,-0.5677,-0.2802
QRBI01000106.1,22530001,22532000,22531017,133,52,2.8565,2.1065,0.1511,0.132,0.0991
QRBI01000106.1,22556001,22558000,22557039,147,52,0.7818,3.4832,-0.6334,-1.0078,-0.4539
QRBI01000106.1,22598001,22600000,22599081,158,57,1.4236,2.9375,-0.3471,-0.6356,-0.2592
QRBI01000106.1,22650001,22652000,22651033,138,54,1.4745,1.7662,-0.09,-0.1034,-0.0618
QRBI01000106.1,22672001,22674000,22673088,103,50,0.3009,2.6065,-0.793,-1.8757,-0.4284
QRBI01000106.1,22680001,22682000,22681103,150,64,2.6481,2.1343,0.1075,0.1154,0.0699
QRBI01000106.1,22786001,22788000,22786951,134,54,1.6065,1.1898,0.149,0.1373,0.072
QRBI01000106.1,22806001,22808000,22806924,141,52,2.1574,0.9769,0.3767,0.3208,0.2258
QRBI01000106.1,22818001,22820000,22819113,130,59,0.7315,1.4468,-0.3284,-0.4256,-0.1474
QRBI01000106.1,22834001,22836000,22835027,115,52,1.7037,1.5093,0.0605,0.0633,0.0336
QRBI01000106.1,22836001,22838000,22836999,121,51,0.787,0.8704,-0.0503,-0.03,-0.0163
QRBI01000106.1,22838001,22840000,22839101,118,56,0.8472,1.6806,-0.3297,-0.7792,-0.1376
QRBI01000106.1,22852001,22854000,22853087,155,60,2.3981,1.2106,0.3291,0.2426,0.1904
QRBI01000106.1,22882001,22884000,22882997,122,52,1.0694,0.375,0.4808,0.3497,0.1613
QRBI01000106.1,22910001,22912000,22910987,128,51,1.1528,0.5833,0.328,0.206,0.1231
QRBI01000106.1,23028001,23030000,23028894,130,75,1.9792,2.5903,-0.1337,-0.1201,-0.0704
QRBI01000106.1,23050001,23052000,23051051,135,61,2.3368,1.2951,0.2868,0.3448,0.1687
QRBI01000106.1,23052001,23054000,23052945,173,55,1.1366,1.7894,-0.2231,-0.2222,-0.1092
QRBI01000106.1,23054001,23056000,23054862,143,50,0.838,0.3727,0.3843,0.1188,0.1014
QRBI01000106.1,23056001,23058000,23057081,185,61,1.3773,1.0579,0.1312,0.1465,0.0497
QRBI01000106.1,23062001,23064000,23063077,144,52,1.5023,2.1412,-0.1753,-0.3007,-0.1017
QRBI01000106.1,23066001,23068000,23067017,149,50,0.9954,1.3287,-0.1434,-0.1404,-0.0668
QRBI01000106.1,23068001,23070000,23069016,149,51,1.9745,0.5023,0.5944,0.2888,0.2442
QRBI01000106.1,23074001,23076000,23075020,145,51,1.3252,3.0405,-0.3929,-0.843,-0.2546
QRBI01000106.1,23078001,23080000,23078944,145,66,1.9236,2.6736,-0.1631,-0.1619,-0.0909
QRBI01000106.1,23082001,23084000,23082880,144,56,1.1528,2.0694,-0.2845,-0.6735,-0.1862
QRBI01000106.1,23084001,23086000,23084961,143,53,1.7014,1.0694,0.2281,0.1842,0.1126
QRBI01000106.1,23088001,23090000,23088996,150,55,1.3426,0.662,0.3395,0.1367,0.1176
QRBI01000106.1,23090001,23092000,23091111,149,52,0.6042,0.7431,-0.1031,-0.0513,-0.0313
QRBI01000106.1,23092001,23094000,23093140,153,52,1.2685,0.8241,0.2124,0.1882,0.1039
QRBI01000106.1,23094001,23096000,23095066,166,62,1.0417,1.6667,-0.2308,-0.205,-0.1178
QRBI01000106.1,23096001,23098000,23096780,135,63,1.3611,1.1944,0.0652,0.0672,0.0374
QRBI01000106.1,23102001,23104000,23103034,150,52,1.2569,0.3889,0.5274,0.2677,0.1656
QRBI01000106.1,23106001,23108000,23107042,146,51,0.3796,1.2269,-0.5274,-0.3885,-0.1918
QRBI01000106.1,23112001,23114000,23112895,138,50,0.8148,0.3287,0.4251,0.1961,0.1483
QRBI01000106.1,23116001,23118000,23117091,139,59,0.7616,1.4838,-0.3216,-1.0196,-0.1463
QRBI01000106.1,23122001,23124000,23123036,141,50,0.8287,2.7731,-0.5398,-0.8615,-0.3047
QRBI01000106.1,23126001,23128000,23127089,135,54,1.2789,1.0289,0.1083,0.0635,0.0455
QRBI01000106.1,23148001,23150000,23149030,142,72,2.7292,1.8681,0.1873,0.249,0.1293
QRBI01000106.1,23150001,23152000,23151016,137,51,0.5,0.6528,-0.1325,-0.2222,-0.0726
QRBI01000106.1,23182001,23184000,23183125,147,59,1.0023,1.4329,-0.1768,-0.1879,-0.0779
QRBI01000106.1,23202001,23204000,23202919,125,64,1.713,4.5463,-0.4527,-0.7071,-0.3431
QRBI01000106.1,23210001,23212000,23211058,160,62,4.7616,1.5394,0.5114,0.5237,0.4253
QRBI01000106.1,23218001,23220000,23218996,154,64,2.8611,1.8333,0.2189,0.2552,0.1581
QRBI01000106.1,23228001,23230000,23229009,184,61,1.7917,1.7639,0.0078,0.0067,0.0039
QRBI01000106.1,23242001,23244000,23243094,127,52,0.8588,1.3935,-0.2374,-0.1964,-0.1134
QRBI01000106.1,23264001,23266000,23265061,155,61,0.9005,1.9977,-0.3786,-0.9349,-0.1527
QRBI01000106.1,23302001,23304000,23303196,144,55,2.1435,1.7269,0.1077,0.1068,0.0423
QRBI01000106.1,23312001,23314000,23312831,150,51,0.9861,0.3889,0.4343,0.2062,0.1229
QRBI01000106.1,23332001,23334000,23332887,127,56,2.4097,0.8681,0.4703,0.2876,0.22
QRBI01000106.1,23356001,23358000,23357092,138,55,1.7685,0.7269,0.4174,0.4132,0.3297
QRBI01000106.1,23358001,23360000,23359063,149,54,1.6968,2.3912,-0.1699,-0.3891,-0.1175
QRBI01000106.1,23368001,23370000,23369160,147,52,2.7755,2.0671,0.1463,0.1392,0.0966
QRBI01000106.1,23414001,23416000,23414984,145,57,0.625,3.2222,-0.6751,-1.4553,-0.3638
QRBI01000106.1,23480001,23482000,23481120,186,63,2.0278,0.7361,0.4673,0.1948,0.1515
QRBI01000106.1,23496001,23498000,23496974,148,51,1.5637,1.8414,-0.0816,-0.0976,-0.0528
QRBI01000106.1,23500001,23502000,23501005,142,57,1.6134,0.8773,0.2955,0.2035,0.1476
QRBI01000106.1,23520001,23522000,23520897,147,55,0.6875,0.8681,-0.1161,-0.0613,-0.0345
QRBI01000106.1,23524001,23526000,23524980,166,69,1.1806,2.0278,-0.2641,-0.2579,-0.0835
QRBI01000106.1,23538001,23540000,23538984,151,51,0.1829,0.794,-0.6256,-0.6769,-0.1892
QRBI01000106.1,23544001,23546000,23544794,140,65,1.3102,1.8241,-0.164,-0.212,-0.1083
QRBI01000106.1,23552001,23554000,23552980,153,50,1.9259,0.7037,0.4648,0.369,0.2511
QRBI01000106.1,23558001,23560000,23559153,133,50,1.375,1.0556,0.1314,0.1173,0.0667
QRBI01000106.1,23610001,23612000,23610990,124,54,1.3102,0.6296,0.3508,0.2306,0.1769
QRBI01000106.1,23624001,23626000,23625050,125,55,2.2153,0.8264,0.4566,0.3241,0.2653
QRBI01000106.1,23646001,23648000,23646990,134,60,1.537,1.9259,-0.1123,-0.1005,-0.051
QRBI01000106.1,23678001,23680000,23679076,139,51,0.6481,1.037,-0.2308,-0.1707,-0.1049
QRBI01000106.1,23724001,23726000,23725068,141,64,0.5602,1.3519,-0.414,-0.3551,-0.1364
QRBI01000106.1,23788001,23790000,23789016,164,56,2.2292,2.0069,0.0525,0.0594,0.0301
QRBI01000106.1,23808001,23810000,23808952,138,57,1.0324,1.1157,-0.0388,-0.0272,-0.0189
QRBI01000106.1,23822001,23824000,23823515,117,57,1.1111,3.3333,-0.5,-1.3793,-0.3098
QRBI01000106.1,23872001,23874000,23873034,183,67,0.8831,0.9803,-0.0522,-0.0273,-0.0158
QRBI01000106.1,23874001,23876000,23874906,141,57,1.1343,1.5093,-0.1419,-0.1538,-0.0678
QRBI01000106.1,23944001,23946000,23945042,134,59,2.2037,1.9259,0.0673,0.1379,0.0655
QRBI01000106.1,24002001,24004000,24002982,169,54,0.8611,0.3194,0.4588,0.2005,0.1442
QRBI01000106.1,24010001,24012000,24010926,168,66,1.3102,1.9907,-0.2062,-0.3984,-0.1096
QRBI01000106.1,24160001,24162000,24160733,124,54,2.0347,3.5625,-0.273,-0.4059,-0.2
QRBI01000106.1,24176001,24178000,24177114,149,56,3.0718,2.4329,0.1161,0.1567,0.1026
QRBI01000106.1,24206001,24208000,24206957,132,54,1.088,0.6852,0.2272,0.1261,0.0892
QRBI01000106.1,24296001,24298000,24296929,161,57,1.9699,1.1644,0.257,0.2959,0.1607
QRBI01000106.1,24320001,24322000,24321034,132,53,2.1736,2.3264,-0.034,-0.0332,-0.0197
QRBI01000106.1,24328001,24330000,24329005,142,52,0.9074,0.213,0.6198,0.1848,0.1468
QRBI01000106.1,24330001,24332000,24330891,127,50,1.1644,0.8727,0.1432,0.0873,0.0492
QRBI01000106.1,24340001,24342000,24340899,114,52,1.3542,1.8681,-0.1595,-0.1294,-0.0836
QRBI01000106.1,24344001,24346000,24345166,114,51,1.7963,0.838,0.3638,0.4012,0.2754
QRBI01000106.1,24346001,24348000,24347025,143,58,2.0451,0.8715,0.4024,0.3269,0.239
QRBI01000106.1,24352001,24354000,24353063,169,87,1.8889,5.0694,-0.4571,-0.7829,-0.2927
QRBI01000106.1,24366001,24368000,24367099,168,60,1.0301,0.9051,0.0646,0.0399,0.0277
QRBI01000106.1,24374001,24376000,24375073,155,54,1.1991,1.1157,0.036,0.0337,0.014
QRBI01000106.1,24386001,24388000,24387000,179,65,0.9468,1.4606,-0.2135,-0.2868,-0.0846
QRBI01000106.1,24392001,24394000,24393003,162,71,0.963,1.9074,-0.329,-0.2197,-0.1398
QRBI01000106.1,24394001,24396000,24395008,151,52,2.3588,1.8519,0.1204,0.1388,0.0613
QRBI01000106.1,24422001,24424000,24422968,138,58,0.8333,0.5556,0.2,0.1786,0.0825
QRBI01000106.1,24424001,24426000,24425036,147,60,0.6667,1.3611,-0.3425,-0.4219,-0.2045
QRBI01000106.1,24426001,24428000,24427066,125,53,1.5162,1.919,-0.1173,-0.1716,-0.0542
QRBI01000106.1,24428001,24430000,24429019,156,68,1.8796,1.4213,0.1388,0.1209,0.0747
QRBI01000106.1,24432001,24434000,24432987,163,51,0.9398,0.8426,0.0545,0.0558,0.0218
QRBI01000106.1,24434001,24436000,24435106,161,51,0.9236,1.6875,-0.2926,-0.4889,-0.1794
QRBI01000106.1,24450001,24452000,24450915,150,59,1.5602,0.9282,0.254,0.1892,0.0932
QRBI01000106.1,24456001,24458000,24457048,145,60,2.25,1.6944,0.1408,0.1434,0.0823
QRBI01000106.1,24568001,24570000,24569046,152,59,1.6979,1.3785,0.1038,0.1065,0.0605
QRBI01000106.1,24580001,24582000,24580788,143,51,1.0116,0.8866,0.0659,0.0695,0.0212
QRBI01000106.1,24586001,24588000,24586988,133,65,4.6806,2.7014,0.2681,0.3184,0.2125
QRBI01000106.1,24648001,24650000,24649061,136,58,1.25,1.0972,0.0651,0.0502,0.0341
QRBI01000106.1,24666001,24668000,24667048,137,55,0.7824,1.5602,-0.332,-0.5359,-0.1801
QRBI01000106.1,24670001,24672000,24671094,126,50,2.3854,1.566,0.2074,0.1725,0.1157
QRBI01000106.1,24672001,24674000,24672925,128,60,0.875,1.875,-0.3636,-0.2988,-0.1513
QRBI01000106.1,24700001,24702000,24701001,123,55,1.4722,1.6389,-0.0536,-0.0578,-0.0334
QRBI01000106.1,24702001,24704000,24703044,129,50,1.7882,3.4201,-0.3133,-1.9106,-0.1557
QRBI01000106.1,24726001,24728000,24726958,114,62,0.9722,2.3611,-0.4167,-0.8475,-0.2268
QRBI01000106.1,24728001,24730000,24728997,127,53,1.1389,2.6181,-0.3937,-0.7607,-0.2594
QRBI01000106.1,24884001,24886000,24884950,119,55,2.8333,0.875,0.5281,0.357,0.2987
QRBI01000106.1,24890001,24892000,24891078,108,51,1.1898,1.412,-0.0854,-0.0917,-0.0487
QRBI01000106.1,24926001,24928000,24927027,153,53,2.2778,4.1389,-0.29,-0.4302,-0.2267
QRBI01000106.1,24928001,24930000,24929082,176,72,4.1574,6.1713,-0.195,-0.9508,-0.2383
QRBI01000106.1,24954001,24956000,24955124,195,67,1.6296,0.9491,0.2639,0.2012,0.1339
QRBI01000106.1,24956001,24958000,24956938,171,59,1.0255,0.5255,0.3224,0.2474,0.0893
QRBI01000106.1,24958001,24960000,24958988,147,53,1.4236,1.5139,-0.0307,-0.0233,-0.0119
QRBI01000106.1,24964001,24966000,24965009,177,60,2.5116,1.1505,0.3717,0.3623,0.2163
QRBI01000106.1,24966001,24968000,24966930,187,69,1.5116,0.7477,0.3381,0.2115,0.1505
QRBI01000106.1,24970001,24972000,24971163,170,51,0.8611,0.9444,-0.0462,-0.0339,-0.017
QRBI01000106.1,24974001,24976000,24974973,154,57,1.294,0.9537,0.1514,0.0968,0.0653
QRBI01000106.1,25002001,25004000,25003026,140,53,0.5625,1.2014,-0.3622,-0.244,-0.1103
QRBI01000106.1,25004001,25006000,25005057,141,55,1.0845,1.4387,-0.1404,-0.1694,-0.0919
QRBI01000106.1,25018001,25020000,25019162,151,51,0.6389,0.2222,0.4839,0.1274,0.0905
QRBI01000106.1,25020001,25022000,25020992,152,61,2.3935,2.7407,-0.0676,-0.0947,-0.0577
