scaffold,start,end,mid,sites,sitesUsed,ABBA,BABA,D,fd,fdM
QRBI01000104.1,92126001,92128000,92126979,142,51,0.9792,0.8264,0.0846,0.0731,0.0488
QRBI01000104.1,92160001,92162000,92160900,123,53,1.4676,1.5648,-0.0321,-0.0338,-0.0217
QRBI01000104.1,92170001,92172000,92171059,127,54,0.7315,3.2731,-0.6347,-1.3556,-0.3754
QRBI01000104.1,92188001,92190000,92189065,140,51,1.0556,1.125,-0.0318,-0.0246,-0.0121
QRBI01000104.1,92198001,92200000,92199044,131,54,0.7222,0.5,0.1818,0.0889,0.046
QRBI01000104.1,92206001,92208000,92207010,168,54,2.1227,1.1644,0.2915,0.3026,0.1765
QRBI01000104.1,92500001,92502000,92501000,136,54,0.8854,0.6562,0.1486,0.0562,0.033
QRBI01000104.1,92502001,92504000,92503032,158,57,0.4861,2.8194,-0.7059,-0.5947,-0.3057
QRBI01000104.1,92574001,92576000,92575038,140,51,0.7963,0.8519,-0.0337,-0.0356,-0.0138
QRBI01000104.1,92864001,92866000,92864971,140,53,1.2176,0.787,0.2148,0.1258,0.0998
QRBI01000104.1,92926001,92928000,92926903,155,57,2.5139,1.7222,0.1869,0.1566,0.1059
QRBI01000104.1,92928001,92930000,92928960,123,56,0.919,3.3218,-0.5666,-0.9886,-0.3811
QRBI01000104.1,93036001,93038000,93037107,160,59,1.9537,1.7731,0.0484,0.0321,0.023
QRBI01000104.1,93218001,93220000,93219008,198,75,1.0417,1.6111,-0.2147,-0.0935,-0.0623
QRBI01000104.1,93226001,93228000,93226948,108,53,1.7037,1.4468,0.0816,0.1,0.0405
QRBI01000104.1,93252001,93254000,93253012,143,60,0.3241,1.6366,-0.6694,-0.2136,-0.1445
QRBI01000104.1,93264001,93266000,93264937,134,53,0.3322,0.353,-0.0304,-0.0153,-0.0082
QRBI01000104.1,93600001,93602000,93600929,177,70,0.9236,1.4514,-0.2222,-0.1186,-0.0756
QRBI01000104.1,93924001,93926000,93925040,100,52,0.809,0.6424,0.1148,0.0833,0.0334
QRBI01000104.1,94618001,94620000,94619078,128,56,1.0926,2.3426,-0.3639,-0.4337,-0.219
QRBI01000104.1,95020001,95022000,95021055,198,65,1.7002,1.3322,0.1214,0.0683,0.0515
QRBI01000104.1,95170001,95172000,95170962,157,53,1.625,1.0556,0.2124,0.2065,0.1009
QRBI01000104.1,95238001,95240000,95238893,198,70,1.4606,1.7245,-0.0828,-0.087,-0.0404
QRBI01000104.1,95508001,95510000,95508958,122,51,0.9375,0.4375,0.3636,0.2323,0.1065
QRBI01000104.1,95792001,95794000,95793031,96,53,1.3472,0.8333,0.2357,0.1783,0.1128
QRBI01000104.1,95822001,95824000,95823268,160,73,2.0718,2.287,-0.0494,-0.0476,-0.0288
QRBI01000104.1,95824001,95826000,95825013,186,54,2.559,1.316,0.3208,0.3423,0.1794
QRBI01000119.1,420001,422000,421056,74,53,1.6343,0.8565,0.3123,0.1882,0.1593
QRBI01000119.1,656001,658000,656810,123,50,1.6389,1.2917,0.1185,0.1712,0.0809
QRBI01000119.1,668001,670000,668951,100,56,2.4861,1.4306,0.2695,0.2016,0.1469
QRBI01000119.1,676001,678000,676950,109,51,1.2199,4.8727,-0.5995,-1.5335,-0.3728
QRBI01000119.1,758001,760000,759093,190,56,1.4583,0.7917,0.2963,0.1983,0.1341
QRBI01000119.1,862001,864000,862994,133,59,0.7546,1.6852,-0.3814,-0.7791,-0.1953
QRBI01000119.1,866001,868000,867069,169,64,2.0602,0.7407,0.4711,0.3204,0.2111
QRBI01000119.1,892001,894000,893051,116,53,1.3981,0.5509,0.4347,0.2641,0.1778
QRBI01000119.1,894001,896000,894941,155,53,2.2917,1.6667,0.1579,0.2128,0.108
QRBI01000119.1,896001,898000,896992,114,54,1.3935,1.3519,0.0152,0.0251,0.0079
QRBI01000119.1,898001,900000,899021,139,50,2.669,1.3287,0.3353,0.4499,0.1769
QRBI01000119.1,902001,904000,903010,179,84,2.0787,2.6204,-0.1153,-0.1083,-0.051
QRBI01000119.1,908001,910000,908951,138,51,1.7222,1.3472,0.1222,0.0811,0.0616
QRBI01000119.1,942001,944000,943155,103,50,1.6204,1.5093,0.0355,0.038,0.0228
QRBI01000119.1,946001,948000,946955,160,56,1.75,2.8472,-0.2387,-0.3238,-0.1232
QRBI01000119.1,950001,952000,950914,136,56,1.2824,1.2477,0.0137,0.0087,0.0055
QRBI01000119.1,1006001,1008000,1006941,121,56,1.4514,1.5903,-0.0457,-0.0397,-0.0244
QRBI01000119.1,1030001,1032000,1031103,118,51,1.0139,1.1111,-0.0458,-0.0473,-0.0217
QRBI01000119.1,1060001,1062000,1061022,130,60,2.2917,0.7083,0.5278,0.3476,0.2045
QRBI01000119.1,1108001,1110000,1109061,129,50,1.6111,0.8194,0.3257,0.2528,0.1566
QRBI01000119.1,1118001,1120000,1119155,147,66,1.5775,2.0567,-0.1318,-0.1292,-0.0661
QRBI01000119.1,1144001,1146000,1144985,159,56,0.8194,0.7639,0.0351,0.0206,0.01
QRBI01000119.1,1192001,1194000,1193095,154,50,1.206,1.7477,-0.1834,-0.2,-0.0884
QRBI01000119.1,1194001,1196000,1195326,132,50,0.6944,0.9722,-0.1667,-0.1646,-0.0832
QRBI01000119.1,1196001,1198000,1196974,180,53,0.4514,0.6875,-0.2073,-0.0806,-0.0519
QRBI01000119.1,1220001,1222000,1220970,190,69,1.4363,2.11,-0.1899,-0.1869,-0.1084
QRBI01000119.1,1222001,1224000,1223044,185,73,0.7708,1.2431,-0.2345,-0.1323,-0.0796
QRBI01000119.1,1224001,1226000,1225029,219,67,1.3125,2.2431,-0.2617,-0.2454,-0.1191
QRBI01000119.1,1228001,1230000,1228558,136,60,1.2986,0.9653,0.1472,0.0879,0.0573
QRBI01000119.1,1238001,1240000,1238913,181,59,1.0,0.7917,0.1163,0.0429,0.0286
QRBI01000119.1,1242001,1244000,1242952,187,58,1.1921,1.0116,0.0819,0.0508,0.026
QRBI01000119.1,1248001,1250000,1249065,179,60,1.0,1.0139,-0.0069,-0.0041,-0.0026
QRBI01000119.1,1288001,1290000,1289090,191,80,2.2222,2.25,-0.0062,-0.006,-0.003
QRBI01000119.1,1290001,1292000,1290853,161,57,2.9907,1.3657,0.373,0.3421,0.2448
QRBI01000119.1,1292001,1294000,1292981,163,75,1.5602,1.6852,-0.0385,-0.0324,-0.0194
QRBI01000119.1,1304001,1306000,1304849,152,51,1.6019,1.6991,-0.0295,-0.0354,-0.0174
QRBI01000119.1,1312001,1314000,1313042,171,62,2.6806,3.0833,-0.0699,-0.0909,-0.0387
QRBI01000119.1,1314001,1316000,1315114,181,59,1.8264,1.2292,0.1955,0.2098,0.097
QRBI01000119.1,1316001,1318000,1316936,174,53,2.1308,1.1794,0.2874,0.1892,0.1343
QRBI01000119.1,1318001,1320000,1319011,188,62,0.9491,1.6713,-0.2756,-0.266,-0.1075
QRBI01000119.1,1320001,1322000,1321082,204,62,2.2176,1.4537,0.2081,0.2099,0.1445
QRBI01000119.1,1326001,1328000,1327002,181,55,0.9259,1.287,-0.1632,-0.0956,-0.0435
QRBI01000119.1,1328001,1330000,1328855,169,62,1.3565,2.1481,-0.2259,-0.2275,-0.1323
QRBI01000119.1,1330001,1332000,1331056,193,68,1.4028,2.1111,-0.2016,-0.1935,-0.1159
QRBI01000119.1,1332001,1334000,1332987,145,65,0.6157,1.5463,-0.4304,-0.5194,-0.2256
QRBI01000119.1,1338001,1340000,1339002,183,61,1.2778,1.1528,0.0514,0.0236,0.0134
QRBI01000119.1,1342001,1344000,1342862,180,50,0.6319,1.3264,-0.3546,-0.3175,-0.1565
QRBI01000119.1,1346001,1348000,1347012,199,96,1.8958,2.2292,-0.0808,-0.0652,-0.0352
QRBI01000119.1,1348001,1350000,1349067,225,84,1.9144,2.588,-0.1496,-0.1525,-0.0772
QRBI01000119.1,1350001,1352000,1351084,183,54,2.0544,1.228,0.2518,0.2176,0.1337
QRBI01000119.1,1354001,1356000,1355149,141,61,1.9306,1.9722,-0.0107,-0.0136,-0.0068
QRBI01000119.1,1364001,1366000,1365014,184,67,1.2257,1.3229,-0.0381,-0.0344,-0.0167
QRBI01000119.1,1384001,1386000,1384856,167,53,0.8889,1.5972,-0.2849,-0.2175,-0.1071
QRBI01000119.1,1386001,1388000,1386995,161,62,1.8356,1.2106,0.2052,0.12,0.0848
QRBI01000119.1,1400001,1402000,1400933,161,55,0.7176,1.5926,-0.3788,-0.586,-0.1969
QRBI01000119.1,1404001,1406000,1405036,171,61,1.2431,1.75,-0.1694,-0.1407,-0.0886
QRBI01000119.1,1410001,1412000,1411105,208,54,1.8889,1.4583,0.1286,0.1144,0.061
QRBI01000119.1,1424001,1426000,1424965,181,62,1.0069,1.6042,-0.2287,-0.1436,-0.085
QRBI01000119.1,1426001,1428000,1426940,170,52,0.9844,1.7066,-0.2684,-0.3586,-0.1484
QRBI01000119.1,1430001,1432000,1430988,154,50,0.5532,1.1782,-0.361,-0.2769,-0.1183
QRBI01000119.1,1434001,1436000,1435032,166,60,1.1146,1.5243,-0.1553,-0.1873,-0.0648
QRBI01000119.1,1436001,1438000,1436975,140,50,1.5567,1.4664,0.0299,0.0406,0.0149
QRBI01000119.1,1442001,1444000,1442992,178,58,1.6204,1.6481,-0.0085,-0.0056,-0.0038
QRBI01000119.1,1444001,1446000,1444851,136,50,2.0139,1.7639,0.0662,0.0306,0.0208
QRBI01000119.1,1452001,1454000,1452947,138,53,1.4884,1.3634,0.0438,0.0302,0.0176
QRBI01000119.1,1456001,1458000,1456855,145,58,1.8958,0.9931,0.3125,0.2579,0.1769
QRBI01000119.1,1466001,1468000,1466923,131,53,1.3866,2.581,-0.3011,-0.4562,-0.1621
QRBI01000119.1,1478001,1480000,1478995,147,51,1.3889,2.5,-0.2857,-0.402,-0.1778
QRBI01000119.1,1486001,1488000,1486929,179,62,1.0324,1.0185,0.0068,0.0038,0.0024
QRBI01000119.1,1490001,1492000,1490882,158,56,1.6574,1.838,-0.0517,-0.0354,-0.0225
QRBI01000119.1,1492001,1494000,1493057,140,57,1.4722,1.2708,0.0734,0.0552,0.0306
QRBI01000119.1,1496001,1498000,1497047,148,51,1.5301,0.6829,0.3828,0.1835,0.1326
QRBI01000119.1,1502001,1504000,1503237,143,61,1.1273,1.287,-0.0662,-0.0568,-0.0267
QRBI01000119.1,1508001,1510000,1509118,171,60,1.787,1.3773,0.1295,0.1115,0.0601
QRBI01000119.1,1510001,1512000,1510941,176,67,2.4236,1.9375,0.1115,0.0972,0.0582
QRBI01000119.1,1514001,1516000,1514955,154,72,2.0787,2.7454,-0.1382,-0.1174,-0.0747
QRBI01000119.1,1516001,1518000,1516935,142,56,2.8738,2.2211,0.1281,0.1122,0.0718
QRBI01000119.1,1522001,1524000,1522945,190,54,0.8194,0.7083,0.0727,0.0495,0.0255
QRBI01000119.1,1530001,1532000,1531068,145,52,0.5347,0.6875,-0.125,-0.0677,-0.0439
QRBI01000119.1,1532001,1534000,1533053,171,50,0.8981,0.9398,-0.0227,-0.0132,-0.0096
QRBI01000119.1,1534001,1536000,1534998,153,52,2.5116,1.6366,0.2109,0.1963,0.1514
QRBI01000119.1,1538001,1540000,1538924,165,50,0.985,1.0127,-0.0139,-0.0059,-0.0052
QRBI01000119.1,1548001,1550000,1548940,183,63,0.3287,0.8009,-0.418,-0.2869,-0.1201
QRBI01000119.1,1554001,1556000,1554963,153,54,1.1481,1.5579,-0.1514,-0.1285,-0.0639
QRBI01000119.1,1558001,1560000,1559084,174,61,1.2199,0.7338,0.2488,0.142,0.0959
QRBI01000119.1,1568001,1570000,1568994,186,57,0.8449,1.8032,-0.3619,-0.5308,-0.1336
QRBI01000119.1,1572001,1574000,1572908,193,71,1.8171,1.8727,-0.0151,-0.0125,-0.0072
QRBI01000119.1,1578001,1580000,1579058,179,53,2.1759,0.787,0.4688,0.3448,0.2604
QRBI01000119.1,1582001,1584000,1583048,184,65,0.7199,1.338,-0.3003,-0.258,-0.1151
QRBI01000119.1,1586001,1588000,1587016,155,55,0.7014,1.2153,-0.2681,-0.1674,-0.1042
QRBI01000119.1,1592001,1594000,1592924,180,61,1.5347,1.4236,0.0376,0.0252,0.0171
QRBI01000119.1,1598001,1600000,1599086,156,53,1.6713,1.9005,-0.0642,-0.0615,-0.0351
QRBI01000119.1,1614001,1616000,1614985,143,59,1.1088,1.7199,-0.216,-0.2005,-0.0955
QRBI01000119.1,1616001,1618000,1616913,167,61,2.2824,2.4907,-0.0436,-0.069,-0.0249
QRBI01000119.1,1620001,1622000,1620952,167,63,2.7269,2.2824,0.0887,0.1238,0.0627
QRBI01000119.1,1624001,1626000,1624977,164,54,1.1296,1.5046,-0.1424,-0.1017,-0.0611
QRBI01000119.1,1636001,1638000,1637170,198,68,1.669,1.6829,-0.0041,-0.0035,-0.0018
QRBI01000119.1,1638001,1640000,1638911,159,51,0.9838,0.331,0.4965,0.2171,0.1836
QRBI01000119.1,1644001,1646000,1644886,151,50,1.8981,1.162,0.2405,0.1978,0.1314
QRBI01000119.1,1656001,1658000,1657014,163,59,1.662,2.5093,-0.2031,-0.2693,-0.1219
QRBI01000119.1,1660001,1662000,1661010,135,54,0.9722,1.1389,-0.0789,-0.0561,-0.0339
QRBI01000119.1,1662001,1664000,1663104,162,64,1.2083,0.5,0.4146,0.1981,0.1449
QRBI01000119.1,1666001,1668000,1666934,160,55,2.3681,1.6875,0.1678,0.1738,0.0836
QRBI01000119.1,1670001,1672000,1671118,157,52,0.5995,0.8912,-0.1957,-0.1382,-0.0789
QRBI01000119.1,1678001,1680000,1678955,174,61,0.7639,0.5694,0.1458,0.0573,0.0353
QRBI01000119.1,1682001,1684000,1683068,177,53,2.0972,1.8056,0.0747,0.0512,0.0348
QRBI01000119.1,1694001,1696000,1695031,148,51,2.4097,1.0208,0.4049,0.292,0.1704
QRBI01000119.1,1696001,1698000,1696912,138,57,2.0139,1.9167,0.0247,0.0276,0.0139
QRBI01000119.1,1706001,1708000,1706928,167,50,2.0093,1.0926,0.2955,0.25,0.1897
QRBI01000119.1,1722001,1724000,1723098,174,56,1.9722,1.1111,0.2793,0.1882,0.1217
QRBI01000119.1,1730001,1732000,1731019,164,57,1.2153,1.3958,-0.0691,-0.0519,-0.0194
QRBI01000119.1,1738001,1740000,1739023,149,64,1.0278,2.3333,-0.3884,-0.7581,-0.231
QRBI01000119.1,1746001,1748000,1746914,161,50,0.2176,0.4745,-0.3712,-0.0871,-0.0627
QRBI01000119.1,1750001,1752000,1750954,187,51,0.706,1.3866,-0.3252,-0.3889,-0.1541
QRBI01000119.1,1766001,1768000,1767047,170,64,1.919,2.4884,-0.1292,-0.1308,-0.0759
QRBI01000119.1,1768001,1770000,1768972,174,74,2.0231,1.8981,0.0319,0.0241,0.0138
QRBI01000119.1,1772001,1774000,1772926,183,52,1.3148,0.7731,0.2594,0.1945,0.1083
QRBI01000119.1,1780001,1782000,1781021,134,51,0.9583,1.0556,-0.0483,-0.038,-0.023
QRBI01000119.1,1786001,1788000,1787145,145,55,0.9375,1.2847,-0.1562,-0.1199,-0.0657
QRBI01000119.1,1808001,1810000,1809136,183,63,1.6736,2.1181,-0.1172,-0.1478,-0.0573
QRBI01000119.1,1812001,1814000,1812945,161,60,1.2824,1.6713,-0.1317,-0.0974,-0.0559
QRBI01000119.1,1816001,1818000,1816962,162,61,0.912,1.4259,-0.2198,-0.1697,-0.0867
QRBI01000119.1,1818001,1820000,1819129,162,53,1.316,1.4688,-0.0549,-0.0362,-0.0238
QRBI01000119.1,1822001,1824000,1822959,164,51,0.6759,1.5093,-0.3814,-0.2094,-0.1381
QRBI01000119.1,1824001,1826000,1824757,133,57,0.8171,0.8449,-0.0167,-0.0083,-0.0052
QRBI01000119.1,1832001,1834000,1833074,147,57,1.765,1.1123,0.2269,0.1546,0.1155
QRBI01000119.1,1834001,1836000,1835034,178,52,0.9051,0.9051,0.0,0.0,0.0
QRBI01000119.1,1836001,1838000,1836927,170,55,1.8819,1.0764,0.2723,0.1815,0.1285
QRBI01000119.1,1840001,1842000,1841125,163,64,1.4132,0.9549,0.1935,0.1497,0.1066
QRBI01000119.1,1842001,1844000,1843164,163,55,2.0833,0.9444,0.3761,0.2756,0.195
QRBI01000119.1,1846001,1848000,1847191,159,55,2.9167,1.0972,0.4533,0.2446,0.1816
QRBI01000119.1,1848001,1850000,1848964,183,64,1.0764,1.8403,-0.2619,-0.2865,-0.0935
QRBI01000119.1,1868001,1870000,1869094,138,50,2.2639,1.4583,0.2164,0.3213,0.1091
QRBI01000119.1,1872001,1874000,1872820,169,59,1.7222,1.1667,0.1923,0.1327,0.0584
QRBI01000119.1,1880001,1882000,1880918,147,50,2.6065,1.4259,0.2928,0.1824,0.1375
QRBI01000119.1,1882001,1884000,1882995,127,54,1.5972,1.7778,-0.0535,-0.0408,-0.026
QRBI01000119.1,1884001,1886000,1884822,132,52,1.412,1.3981,0.0049,0.0024,0.0018
QRBI01000119.1,1890001,1892000,1890845,146,55,0.8796,1.0046,-0.0663,-0.0489,-0.0256
QRBI01000119.1,1892001,1894000,1893011,162,72,2.1759,0.8426,0.4417,0.4334,0.2278
QRBI01000119.1,1896001,1898000,1896953,167,58,1.287,1.1898,0.0393,0.0295,0.0184
QRBI01000119.1,1898001,1900000,1899014,150,51,1.2847,1.3125,-0.0107,-0.0123,-0.007
QRBI01000119.1,1900001,1902000,1901128,158,53,0.4306,0.4444,-0.0159,-0.0041,-0.0035
QRBI01000119.1,1902001,1904000,1903057,138,63,1.7269,1.7963,-0.0197,-0.0201,-0.0111
QRBI01000119.1,1904001,1906000,1904904,135,64,2.2338,1.7616,0.1182,0.1126,0.0523
QRBI01000119.1,1920001,1922000,1920994,154,60,0.875,0.9444,-0.0382,-0.0405,-0.0175
QRBI01000119.1,2020001,2022000,2020997,207,69,1.0463,1.3935,-0.1423,-0.1462,-0.0686
QRBI01000119.1,2026001,2028000,2026932,152,51,1.125,0.6667,0.2558,0.2215,0.1344
QRBI01000119.1,2034001,2036000,2034952,189,66,0.5139,1.1806,-0.3934,-0.1959,-0.1021
QRBI01000119.1,2062001,2064000,2063130,96,53,2.0926,1.3287,0.2233,0.2311,0.1721
QRBI01000119.1,2130001,2132000,2131046,129,54,1.0324,0.7824,0.1378,0.0719,0.0505
QRBI01000119.1,2172001,2174000,2172965,153,65,2.2778,1.7361,0.1349,0.1077,0.0561
QRBI01000119.1,2174001,2176000,2175200,102,55,1.228,1.36,-0.051,-0.0426,-0.0222
QRBI01000119.1,2184001,2186000,2185000,205,59,2.1065,1.5093,0.1652,0.1506,0.0795
QRBI01000119.1,2190001,2192000,2190942,212,65,1.0532,2.4838,-0.4045,-0.3865,-0.1714
QRBI01000119.1,2192001,2194000,2192941,221,76,1.331,2.1644,-0.2384,-0.2603,-0.1135
QRBI01000119.1,2196001,2198000,2197095,221,71,1.9954,1.4884,0.1455,0.0949,0.0634
QRBI01000119.1,2202001,2204000,2203031,211,62,3.7245,0.6551,0.7008,0.4266,0.3497
QRBI01000119.1,2208001,2210000,2209158,200,75,2.3889,1.2639,0.308,0.1947,0.1029
QRBI01000119.1,2212001,2214000,2213158,131,50,0.9282,1.456,-0.2214,-0.1529,-0.1145
QRBI01000119.1,2218001,2220000,2219078,157,53,0.8495,0.5718,0.1954,0.118,0.0702
QRBI01000119.1,2222001,2224000,2222941,167,52,0.9606,1.5162,-0.2243,-0.2094,-0.1116
QRBI01000119.1,2232001,2234000,2233127,138,57,1.2269,1.7269,-0.1693,-0.2526,-0.0885
QRBI01000119.1,2234001,2236000,2234972,160,51,2.0417,0.7917,0.4412,0.2778,0.2069
QRBI01000119.1,2236001,2238000,2237113,146,50,1.2824,1.4769,-0.0705,-0.0843,-0.0402
QRBI01000119.1,2238001,2240000,2239054,147,50,0.7292,1.1458,-0.2222,-0.1754,-0.085
QRBI01000119.1,2242001,2244000,2242897,167,67,1.3218,0.6273,0.3563,0.1653,0.1307
QRBI01000119.1,2246001,2248000,2247012,142,57,0.9097,2.6458,-0.4883,-0.387,-0.201
QRBI01000119.1,2252001,2254000,2252894,114,53,2.3657,2.1435,0.0493,0.0444,0.0268
QRBI01000119.1,2254001,2256000,2255027,154,58,1.7037,1.8634,-0.0448,-0.0431,-0.0236
QRBI01000119.1,2286001,2288000,2286883,169,53,0.5741,0.5602,0.0122,0.0059,0.0037
QRBI01000119.1,2288001,2290000,2289047,144,51,0.4028,1.25,-0.5126,-0.4861,-0.1857
QRBI01000119.1,2296001,2298000,2296947,125,50,0.8981,1.9537,-0.3701,-0.5278,-0.1685
QRBI01000119.1,2300001,2302000,2301105,163,57,1.0116,2.9352,-0.4874,-0.6548,-0.2173
QRBI01000119.1,2314001,2316000,2315085,180,56,1.331,1.2616,0.0268,0.0192,0.0116
QRBI01000119.1,2320001,2322000,2320944,156,63,2.6273,2.4468,0.0356,0.0389,0.0243
QRBI01000119.1,2322001,2324000,2322998,145,53,0.5556,0.7778,-0.1667,-0.0884,-0.0383
QRBI01000119.1,2324001,2326000,2324911,141,52,1.7569,1.2986,0.15,0.1234,0.0716
QRBI01000119.1,2334001,2336000,2334987,241,80,1.3472,1.5556,-0.0718,-0.0426,-0.0271
QRBI01000119.1,2338001,2340000,2338968,207,59,0.7222,1.6944,-0.4023,-0.4334,-0.1379
QRBI01000119.1,2342001,2344000,2342992,229,77,1.4838,1.4699,0.0047,0.0029,0.0018
QRBI01000119.1,2344001,2346000,2344798,182,65,1.1574,0.5185,0.3812,0.1137,0.0892
QRBI01000119.1,2346001,2348000,2347016,189,60,0.8611,1.0069,-0.0781,-0.0616,-0.0323
QRBI01000119.1,2348001,2350000,2349028,210,67,0.8519,1.3102,-0.212,-0.1679,-0.0924
QRBI01000119.1,2352001,2354000,2352924,194,54,1.7315,0.7731,0.3826,0.1769,0.1184
QRBI01000119.1,2354001,2356000,2355032,174,55,1.5,0.7222,0.35,0.175,0.129
QRBI01000119.1,2356001,2358000,2357104,217,51,0.8056,1.2083,-0.2,-0.1213,-0.0644
QRBI01000119.1,2360001,2362000,2361012,220,90,1.8009,2.2731,-0.1159,-0.1243,-0.061
QRBI01000119.1,2366001,2368000,2367095,212,79,1.8356,2.5579,-0.1644,-0.1481,-0.0835
QRBI01000119.1,2372001,2374000,2373073,167,52,1.5255,0.8449,0.2871,0.2108,0.1321
QRBI01000119.1,2376001,2378000,2376938,171,58,1.2824,2.1991,-0.2633,-0.4244,-0.1418
QRBI01000119.1,2380001,2382000,2381023,171,58,0.9537,1.0648,-0.055,-0.0322,-0.0182
QRBI01000119.1,2382001,2384000,2383010,136,50,0.7361,1.0694,-0.1846,-0.2115,-0.0882
QRBI01000119.1,2384001,2386000,2384896,191,80,2.4699,4.7755,-0.3182,-0.3773,-0.2062
QRBI01000119.1,2386001,2388000,2387046,192,79,1.7593,2.3287,-0.1393,-0.1577,-0.0754
QRBI01000119.1,2388001,2390000,2389089,197,73,1.5255,1.9838,-0.1306,-0.1023,-0.0512
QRBI01000119.1,2390001,2392000,2390943,141,52,0.9444,0.9028,0.0226,0.015,0.0072
QRBI01000119.1,2392001,2394000,2392788,144,58,1.1296,0.7477,0.2035,0.1288,0.09
QRBI01000119.1,2400001,2402000,2400984,165,52,1.0972,0.5972,0.2951,0.1506,0.0997
QRBI01000119.1,2418001,2420000,2419057,149,58,0.9722,1.5417,-0.2265,-0.1192,-0.0774
QRBI01000119.1,2434001,2436000,2434940,176,72,1.6991,1.838,-0.0393,-0.0542,-0.023
QRBI01000119.1,2450001,2452000,2450933,174,64,0.9444,3.1389,-0.5374,-0.6257,-0.2868
QRBI01000119.1,2472001,2474000,2472906,140,59,1.1944,0.9306,0.1242,0.0647,0.0483
QRBI01000119.1,2474001,2476000,2474923,134,52,1.3287,1.5926,-0.0903,-0.051,-0.0346
QRBI01000119.1,2490001,2492000,2490983,147,52,0.5081,1.7998,-0.5597,-0.4097,-0.2118
QRBI01000119.1,2512001,2514000,2512985,118,51,0.7639,1.0139,-0.1406,-0.0928,-0.0573
QRBI01000119.1,2526001,2528000,2526949,144,69,2.5787,1.1759,0.3736,0.3328,0.214
QRBI01000119.1,2566001,2568000,2566991,185,64,1.8727,1.2199,0.2111,0.1706,0.1119
QRBI01000119.1,2580001,2582000,2580930,209,63,1.4398,1.4398,0.0,0.0,0.0
QRBI01000119.1,2586001,2588000,2587081,166,52,0.6042,0.3264,0.2985,0.0955,0.0722
QRBI01000119.1,2588001,2590000,2588842,148,55,1.8727,1.3727,0.1541,0.1552,0.084
QRBI01000119.1,2590001,2592000,2591012,188,56,0.6019,1.3796,-0.3925,-0.5545,-0.1911
QRBI01000119.1,2596001,2598000,2596939,151,52,2.8194,1.375,0.3444,0.2777,0.2185
QRBI01000119.1,2600001,2602000,2600936,237,60,2.4722,1.1597,0.3614,0.2723,0.1651
QRBI01000119.1,2602001,2604000,2602656,144,51,1.3032,1.1644,0.0563,0.0627,0.0313
QRBI01000119.1,2604001,2606000,2605175,148,71,1.7431,1.4167,0.1033,0.1051,0.0537
QRBI01000119.1,2606001,2608000,2606989,177,56,2.3519,2.4213,-0.0145,-0.0149,-0.0088
QRBI01000119.1,2612001,2614000,2613044,152,57,1.2083,2.1667,-0.284,-0.2451,-0.116
QRBI01000119.1,2624001,2626000,2624950,159,53,1.8843,1.8565,0.0074,0.0115,0.0052
QRBI01000119.1,2634001,2636000,2635019,166,56,3.3079,2.3565,0.168,0.206,0.1192
QRBI01000119.1,2644001,2646000,2645064,132,59,1.5255,1.4282,0.0329,0.026,0.0173
QRBI01000119.1,2674001,2676000,2674926,179,51,1.0625,0.4931,0.3661,0.1145,0.099
QRBI01000119.1,2690001,2692000,2691111,128,54,0.7639,1.3889,-0.2903,-0.2719,-0.1417
QRBI01000119.1,2694001,2696000,2694952,114,51,2.2558,2.853,-0.1169,-0.2343,-0.0848
QRBI01000119.1,2706001,2708000,2707042,142,59,2.1505,1.0671,0.3367,0.2826,0.1513
QRBI01000119.1,2718001,2720000,2718997,167,55,1.0093,1.7176,-0.2598,-0.1692,-0.0885
QRBI01000119.1,2838001,2840000,2838994,154,50,0.8958,1.0069,-0.0584,-0.0625,-0.0295
QRBI01000119.1,2840001,2842000,2841012,136,53,1.0069,0.9861,0.0105,0.0079,0.0052
QRBI01000119.1,2842001,2844000,2843044,143,52,1.1343,2.1204,-0.303,-0.4277,-0.1967
QRBI01000119.1,2846001,2848000,2847058,161,51,1.0278,0.5833,0.2759,0.1773,0.0903
QRBI01000119.1,2848001,2850000,2848969,152,55,0.7593,0.8565,-0.0602,-0.0352,-0.0199
QRBI01000119.1,2870001,2872000,2870999,148,50,1.4861,1.2361,0.0918,0.0653,0.0474
QRBI01000119.1,2874001,2876000,2875051,128,51,1.7917,1.8194,-0.0077,-0.0069,-0.0041
QRBI01000119.1,2892001,2894000,2892860,150,57,1.7361,1.0833,0.2315,0.1051,0.0883
QRBI01000119.1,2894001,2896000,2895123,162,57,2.1458,1.6181,0.1402,0.1072,0.0762
QRBI01000119.1,2902001,2904000,2903094,138,51,1.2917,0.6806,0.3099,0.1683,0.1384
QRBI01000119.1,2910001,2912000,2911046,162,73,1.912,2.0093,-0.0248,-0.0215,-0.0134
QRBI01000119.1,2916001,2918000,2916980,155,51,1.3634,1.544,-0.0621,-0.0925,-0.0403
QRBI01000119.1,2918001,2920000,2919132,157,61,1.7361,1.5,0.073,0.041,0.0232
QRBI01000119.1,2922001,2924000,2923045,188,51,1.2894,2.5532,-0.3289,-0.5369,-0.1951
QRBI01000119.1,2962001,2964000,2963031,201,78,2.7465,0.6701,0.6077,0.4959,0.3289
QRBI01000119.1,2964001,2966000,2965068,163,62,1.8056,1.4028,0.1255,0.1137,0.065
QRBI01000119.1,2970001,2972000,2970899,161,53,0.787,1.1065,-0.1687,-0.11,-0.0767
